Index;id;minutes;submitted;n_steps;n_ingredients;year;calories;total_fat;sugar;sodium;protein;saturated_fat;carbohydrates;healthy
2382;388345;95;01/09/2009;9;14;2009;113,8;7;11;7;7;3;5;FALSE
2383;351977;60;26/01/2009;15;12;2009;543,3;52;65;74;74;62;8;FALSE
2385;375087;65;31/05/2009;17;9;2009;190,7;17;35;21;16;35;5;FALSE
2389;350240;25;16/01/2009;10;6;2009;93,8;0;86;0;4;0;7;FALSE
2408;449621;35;26/02/2011;5;12;2011;511,1;49;26;28;65;70;8;FALSE
2415;392262;25;28/09/2009;5;8;2009;386,5;33;59;46;52;60;8;FALSE
2417;411275;35;01/02/2010;7;9;2010;195,8;5;0;9;58;4;3;FALSE
2424;469645;80;10/12/2011;7;10;2011;129,1;10;36;12;2;4;5;FALSE
2426;352439;55;27/01/2009;20;17;2009;582,1;42;227;12;11;28;26;FALSE
2427;369262;55;04/05/2009;18;9;2009;435,4;55;62;9;13;90;9;FALSE
2428;437642;30;18/09/2010;9;12;2010;365,7;15;20;43;108;8;4;FALSE
2431;441180;45;04/11/2010;10;15;2010;389;24;58;5;70;10;9;FALSE
2432;358585;30;02/03/2009;12;12;2009;136;18;6;16;4;33;2;FALSE
2440;532656;40;11/07/2017;12;8;2017;62,9;5;0;3;2;11;1;FALSE
2472;470907;40;30/12/2011;12;13;2011;325,1;11;31;8;17;4;20;TRUE
2489;392927;75;04/10/2009;8;9;2009;435,5;14;24;45;49;14;22;TRUE
2500;358382;65;01/03/2009;16;6;2009;167,2;6;5;5;10;2;10;TRUE
2504;447315;150;25/01/2011;21;12;2011;435,6;43;33;69;57;33;6;FALSE
2505;447342;45;25/01/2011;14;17;2011;620,4;67;12;48;64;134;8;FALSE
2506;452525;30;29/03/2011;20;8;2011;285,9;29;27;43;37;33;2;FALSE
2518;361598;35;19/03/2009;14;10;2009;299,8;35;16;21;21;69;4;FALSE
2526;473755;22;07/02/2012;10;20;2012;762,5;101;27;65;50;99;6;FALSE
2529;430878;70;24/06/2010;25;18;2010;747,5;22;149;29;34;39;47;TRUE
2540;408940;30;18/01/2010;16;11;2010;344,5;30;100;9;19;10;13;FALSE
2545;371704;60;12/05/2009;14;7;2009;503,8;69;3;43;40;140;1;FALSE
2552;392112;50;28/09/2009;13;5;2009;411,7;59;7;29;22;80;1;FALSE
2556;393742;35;08/10/2009;3;12;2009;171,7;7;67;6;5;13;10;TRUE
2565;496717;100;05/03/2013;8;7;2013;411,7;29;150;5;10;56;18;FALSE
2566;392275;55;28/09/2009;23;8;2009;1104;102;268;32;26;202;38;FALSE
2574;422801;30;03/05/2010;15;16;2010;463,6;47;26;37;76;56;3;FALSE
2578;368986;26;01/05/2009;7;10;2009;570;30;23;6;45;14;25;FALSE
2579;466426;32;20/10/2011;13;14;2011;576,7;64;28;12;39;101;10;FALSE
2593;376862;60;11/06/2009;12;12;2009;272,5;24;18;16;21;42;7;FALSE
2605;396232;40;25/10/2009;11;9;2009;108,4;10;9;9;14;10;1;FALSE
2641;500622;110;21/05/2013;20;10;2013;129,6;7;3;0;12;4;6;FALSE
2646;461841;45;07/08/2011;8;9;2011;140,3;7;33;3;6;1;7;FALSE
2647;373269;25;20/05/2009;3;4;2009;68,1;0;53;0;0;0;5;TRUE
2649;373290;35;20/05/2009;5;6;2009;654,1;71;34;23;12;90;18;FALSE
2650;429567;34;13/06/2010;13;8;2010;383;8;75;44;30;9;22;TRUE
2651;414783;30;26/02/2010;21;10;2010;100,7;6;8;8;5;12;4;FALSE
2655;434443;70;05/08/2010;13;9;2010;69;8;19;3;0;16;1;FALSE
2656;415458;30;04/03/2010;14;7;2010;256,3;30;19;21;18;40;4;FALSE
2664;423604;55;06/05/2010;14;8;2010;314,9;32;10;14;34;40;4;FALSE
2665;455187;30;05/05/2011;10;7;2011;1394,2;115;39;49;88;225;46;FALSE
2675;482020;35;03/07/2012;22;11;2012;601,4;59;26;43;102;61;3;FALSE
2680;526265;40;17/03/2016;23;10;2016;29,3;0;12;1;1;0;2;FALSE
2690;465794;80;09/10/2011;19;16;2011;620,8;61;50;32;76;38;9;FALSE
2692;398090;35;06/11/2009;5;10;2009;65,9;5;5;6;9;3;2;TRUE
2695;499504;70;28/04/2013;14;6;2013;6,6;0;0;36;1;0;0;TRUE
2700;456085;50;14/05/2011;17;25;2011;630;88;63;109;8;43;10;FALSE
2703;457019;80;23/05/2011;12;9;2011;567,1;47;113;24;24;60;21;FALSE
2708;447865;135;01/02/2011;6;8;2011;612,2;22;17;15;63;27;28;TRUE
2710;428080;40;02/06/2010;13;10;2010;739,7;65;15;23;81;50;15;FALSE
2712;455721;60;10/05/2011;7;10;2011;758,4;92;16;16;91;148;4;FALSE
2713;362224;90;22/03/2009;31;28;2009;983,3;81;78;26;90;113;29;FALSE
2717;428359;30;03/06/2010;21;20;2010;871,1;93;14;141;73;63;14;FALSE
2718;455193;60;05/05/2011;6;7;2011;114,9;14;0;1;13;14;0;FALSE
2722;456764;25;21/05/2011;4;8;2011;295,1;12;117;2;12;16;17;TRUE
2723;439814;60;19/10/2010;9;14;2010;347,6;14;16;25;18;6;19;FALSE
2745;454994;30;04/05/2011;11;10;2011;57,1;7;1;0;5;3;0;FALSE
2766;375091;35;31/05/2009;7;17;2009;311,3;14;51;33;19;4;17;TRUE
2767;457028;105;23/05/2011;11;9;2011;214,9;14;13;19;15;8;8;FALSE
2774;457135;55;23/05/2011;10;9;2011;485,4;35;49;9;91;29;8;FALSE
2777;348276;25;08/01/2009;9;7;2009;184,7;14;28;10;23;9;6;FALSE
2781;456733;45;20/05/2011;6;12;2011;317,6;34;9;13;40;27;2;FALSE
2787;457063;100;23/05/2011;10;7;2011;291,2;21;84;4;10;42;12;FALSE
2788;455547;31;09/05/2011;20;12;2011;267,4;15;63;8;14;9;13;FALSE
2795;405724;45;29/12/2009;9;10;2009;74,2;4;10;2;5;3;3;FALSE
2799;504294;35;19/07/2013;14;13;2013;505,2;43;61;5;67;61;10;FALSE
2824;468885;30;26/11/2011;15;12;2011;369,4;22;126;20;9;30;18;FALSE
2827;391511;75;23/09/2009;14;8;2009;541;45;105;70;40;52;18;FALSE
2832;397355;110;02/11/2009;18;11;2009;225;23;6;18;6;47;6;FALSE
2836;381040;135;12/07/2009;22;16;2009;1648;102;91;173;206;113;58;TRUE
2842;361754;42;19/03/2009;16;7;2009;207,1;14;34;9;5;14;9;FALSE
2852;421812;25;26/04/2010;6;3;2010;55;8;0;4;2;9;0;FALSE
2859;476971;70;27/03/2012;7;5;2012;135,8;13;11;17;2;6;4;FALSE
2861;418683;55;01/04/2010;11;9;2010;249,3;29;2;8;8;56;5;FALSE
2862;453428;40;10/04/2011;9;7;2011;20,8;0;14;0;0;0;1;FALSE
2868;426749;120;23/05/2010;10;12;2010;558,9;51;25;52;27;23;20;FALSE
2869;387284;75;26/08/2009;11;11;2009;524,8;38;140;5;12;15;23;FALSE
2887;493636;65;15/01/2013;5;5;2013;290,2;0;299;0;0;0;24;FALSE
2900;447967;65;01/02/2011;4;5;2011;217,4;0;125;0;6;0;20;TRUE
2902;390805;90;17/09/2009;19;9;2009;235,7;14;11;37;50;7;5;FALSE
2911;457991;90;05/06/2011;15;23;2011;726,3;85;160;99;4;50;19;FALSE
2916;354615;30;08/02/2009;4;8;2009;217,2;1;5;3;17;1;14;FALSE
2928;381870;40;17/07/2009;6;13;2009;712,3;78;51;38;46;64;14;FALSE
2930;475703;30;06/03/2012;5;8;2012;583,8;63;1;20;100;94;0;FALSE
2943;524790;30;24/11/2015;11;10;2015;45,2;1;26;8;0;4;2;FALSE
2944;530160;23;30/01/2017;5;3;2017;164;0;6;0;8;0;12;FALSE
2950;408734;110;17/01/2010;15;14;2010;813,7;74;80;14;79;99;17;FALSE
2951;403180;40;10/12/2009;12;12;2009;376,9;28;121;19;9;71;16;FALSE
2955;373873;55;23/05/2009;6;6;2009;300,5;32;105;0;4;17;9;FALSE
2957;442541;60;22/11/2010;9;10;2010;549,5;30;108;86;35;32;26;TRUE
2962;375017;45;29/05/2009;19;15;2009;915,5;54;58;54;67;52;38;FALSE
2963;374105;75;24/05/2009;8;18;2009;846,2;93;119;42;77;139;11;FALSE
2970;362832;90;25/03/2009;15;18;2009;991,9;51;20;77;161;54;29;FALSE
2972;385005;40;11/08/2009;9;14;2009;525,2;39;23;15;54;40;15;FALSE
2979;425232;60;13/05/2010;12;14;2010;350,7;40;23;2;35;30;4;FALSE
2997;504007;30;13/07/2013;11;8;2013;45,4;5;1;0;1;2;1;FALSE
3004;355588;40;12/02/2009;6;7;2009;305,1;30;16;27;27;49;6;FALSE
3018;460410;90;16/07/2011;7;14;2011;456,3;36;104;57;61;44;10;FALSE
3019;403438;120;13/12/2009;8;6;2009;695;79;45;124;74;127;6;FALSE
3034;392462;25;29/09/2009;9;5;2009;354,5;21;76;9;11;43;18;FALSE
3056;502445;27;26/06/2013;7;5;2013;460,8;15;176;7;93;9;14;FALSE
3059;420759;45;18/04/2010;11;11;2010;506,9;29;185;26;12;35;26;FALSE
3067;430300;35;18/06/2010;9;8;2010;175,4;21;27;90;8;9;3;FALSE
3076;455543;30;09/05/2011;12;10;2011;668;103;6;61;23;201;2;FALSE
3077;464769;55;24/09/2011;22;9;2011;612,7;46;13;43;37;89;21;FALSE
3078;464767;30;24/09/2011;8;7;2011;472,7;54;2;10;66;73;1;FALSE
3080;479888;50;23/05/2012;6;9;2012;432,7;42;15;33;38;76;9;FALSE
3081;501370;60;04/06/2013;12;7;2013;965,4;93;11;65;47;69;27;FALSE
3082;499888;100;06/05/2013;20;13;2013;312,8;32;33;1;10;14;10;FALSE
3084;499903;25;06/05/2013;5;14;2013;435,3;56;38;31;21;46;7;FALSE
3096;504820;60;28/07/2013;10;18;2013;675,6;56;61;88;82;61;15;FALSE
3100;409058;60;18/01/2010;17;18;2010;271,2;25;17;5;28;22;4;FALSE
3103;409088;40;18/01/2010;18;10;2010;202,1;21;0;30;11;9;6;FALSE
3114;373551;30;21/05/2009;9;6;2009;359,3;12;1;12;19;5;20;TRUE
3121;516687;30;12/06/2014;4;6;2014;106,5;0;13;29;9;1;7;FALSE
3122;505248;75;04/08/2013;12;13;2013;425,4;36;10;40;44;41;10;FALSE
3130;429569;90;13/06/2010;29;14;2010;1763,3;96;617;215;245;81;62;FALSE
3131;386997;55;24/08/2009;12;11;2009;826,6;73;39;41;111;110;14;FALSE
3139;434147;22;03/08/2010;9;7;2010;126,1;17;2;3;2;7;1;FALSE
3148;356932;35;20/02/2009;22;6;2009;82,5;10;17;0;1;10;1;FALSE
3156;509612;35;18/11/2013;19;5;2013;419;29;5;41;43;35;13;FALSE
3161;356701;40;19/02/2009;6;7;2009;768,7;51;45;37;120;58;18;FALSE
3167;442717;22;23/11/2010;3;3;2010;1066,7;97;14;40;73;196;29;FALSE
3181;361979;30;21/03/2009;8;6;2009;384,2;37;10;10;12;77;12;FALSE
3183;430874;30;24/06/2010;6;7;2010;327;39;4;19;42;80;0;FALSE
3187;415810;25;08/03/2010;6;6;2010;480,4;73;16;17;13;147;2;FALSE
3201;370746;60;08/05/2009;11;10;2009;273,5;7;21;8;67;3;4;TRUE
3207;365567;50;12/04/2009;7;10;2009;277,7;16;0;47;28;7;11;FALSE
3210;385942;130;18/08/2009;19;11;2009;46,2;2;2;2;3;1;2;FALSE
3211;423235;63;04/05/2010;10;10;2010;420,6;33;1;29;98;24;2;FALSE
3213;498167;105;26/03/2013;13;18;2013;775,6;53;42;21;80;57;25;FALSE
3215;424048;50;09/05/2010;4;5;2010;519,5;36;234;4;24;12;24;FALSE
3218;354343;50;06/02/2009;12;9;2009;292,2;25;12;30;17;11;9;FALSE
3223;352938;58;29/01/2009;9;8;2009;105,2;6;14;0;4;3;4;FALSE
3233;354340;105;06/02/2009;15;14;2009;918,7;67;13;19;108;68;24;FALSE
3234;465251;30;01/10/2011;6;12;2011;226,5;8;40;3;13;4;12;FALSE
3235;347654;30;07/01/2009;12;10;2009;139,1;0;31;0;0;0;4;FALSE
3241;400682;40;22/11/2009;12;6;2009;159,3;18;11;17;13;13;2;FALSE
3250;440023;30;21/10/2010;4;7;2010;286,1;26;24;3;46;33;3;FALSE
3252;349426;40;13/01/2009;17;13;2009;1033,7;90;301;104;106;138;26;FALSE
3271;354928;130;09/02/2009;5;8;2009;489,9;68;13;0;12;32;9;FALSE
3274;347656;30;07/01/2009;13;7;2009;165,6;2;6;13;10;4;11;TRUE
3287;365331;40;09/04/2009;31;19;2009;1086,6;88;509;22;8;140;47;FALSE
3294;357897;50;26/02/2009;26;17;2009;1617,3;230;28;25;25;104;19;FALSE
3296;414085;30;22/02/2010;7;9;2010;294,1;16;32;21;49;19;8;TRUE
3306;493780;50;17/01/2013;32;15;2013;425,2;49;9;44;49;87;3;FALSE
3307;454919;30;02/05/2011;24;15;2011;770,3;93;23;24;31;111;14;FALSE
3311;391295;121;21/09/2009;17;14;2009;1287,2;109;18;55;97;191;37;FALSE
3314;406474;45;02/01/2010;15;9;2010;126,1;1;37;7;8;0;9;TRUE
3316;398975;25;12/11/2009;5;5;2009;177;12;40;3;5;22;8;FALSE
3338;473660;105;06/02/2012;11;7;2012;940,5;111;9;78;65;130;12;FALSE
3340;369137;40;04/05/2009;11;9;2009;257,9;15;100;11;5;4;13;FALSE
3342;489028;25;22/10/2012;13;8;2012;696;28;54;34;102;45;25;TRUE
3345;356035;35;16/02/2009;3;4;2009;325,4;31;7;23;59;44;1;FALSE
3347;500000;40;08/05/2013;19;8;2013;61,1;5;12;22;3;2;2;FALSE
3395;460256;150;12/07/2011;9;16;2011;411,5;27;32;6;55;29;12;FALSE
3405;379357;25;28/06/2009;5;12;2009;650,3;51;17;37;76;54;15;FALSE
3419;474360;80;16/02/2012;13;4;2012;172,8;18;0;6;4;36;4;FALSE
3421;463510;75;03/09/2011;34;13;2011;510,2;35;197;9;12;68;23;FALSE
3432;480368;35;03/06/2012;25;12;2012;772,1;78;13;52;74;131;13;FALSE
3434;503907;35;12/07/2013;12;6;2013;3,4;0;0;5;0;0;0;FALSE
3436;362986;100;26/03/2009;18;18;2009;1583,4;140;183;13;128;90;45;FALSE
3464;413783;30;19/02/2010;4;9;2010;126,9;13;6;19;10;8;3;FALSE
3478;348210;45;08/01/2009;15;13;2009;536,3;59;19;51;26;108;11;FALSE
3481;433359;80;27/07/2010;25;11;2010;1210,1;65;92;100;41;30;65;FALSE
3482;426211;35;18/05/2010;11;9;2010;452,7;45;130;8;3;20;15;FALSE
3486;443225;40;01/12/2010;13;12;2010;406,4;22;178;6;12;41;25;FALSE
3491;493861;35;18/01/2013;25;7;2013;347,7;9;13;22;63;7;13;FALSE
3494;410076;60;25/01/2010;6;9;2010;366,3;47;14;7;14;22;6;FALSE
3502;373582;45;21/05/2009;11;8;2009;342;5;16;48;22;4;22;FALSE
3506;457094;30;23/05/2011;7;5;2011;430,5;33;212;9;13;58;18;FALSE
3518;388565;135;03/09/2009;6;8;2009;381,6;27;113;15;14;16;15;FALSE
3521;413524;21;18/02/2010;7;4;2010;520,5;29;11;86;49;41;22;FALSE
3530;364732;55;05/04/2009;16;7;2009;171,2;26;3;12;6;9;1;FALSE
3539;393687;80;08/10/2009;16;8;2009;716,9;28;208;32;37;12;40;FALSE
3542;423981;50;08/05/2010;10;12;2010;392,5;21;11;18;41;11;14;FALSE
3543;356092;30;16/02/2009;9;9;2009;226,3;19;56;6;6;38;8;FALSE
3548;423956;85;08/05/2010;9;13;2010;212,3;8;76;9;7;3;12;TRUE
3554;491562;70;10/12/2012;6;12;2012;255,4;22;84;7;11;9;9;FALSE
3564;432049;150;06/07/2010;19;13;2010;458,8;49;30;9;16;34;11;FALSE
3566;360802;55;14/03/2009;18;14;2009;174,9;12;39;5;9;15;7;FALSE
3568;504333;30;19/07/2013;6;9;2013;260,6;25;76;4;13;24;8;FALSE
3577;386315;50;19/08/2009;13;14;2009;364;28;102;13;10;51;14;FALSE
3582;384389;30;06/08/2009;12;12;2009;431,3;32;32;33;40;52;15;FALSE
3583;427714;30;30/05/2010;7;8;2010;384,2;8;7;0;17;3;24;FALSE
3593;370775;23;08/05/2009;16;15;2009;76,1;6;21;2;2;7;3;FALSE
3594;402421;45;03/12/2009;16;6;2009;115,7;12;38;2;2;14;3;FALSE
3597;364586;50;05/04/2009;13;8;2009;327,7;21;125;5;9;32;15;FALSE
3598;475547;22;04/03/2012;6;6;2012;87,5;12;2;3;6;8;1;FALSE
3604;438245;40;27/09/2010;14;6;2010;1182,9;122;365;20;33;185;35;FALSE
3615;490199;50;13/11/2012;24;9;2012;343,2;31;113;5;10;42;12;FALSE
3618;443034;45;29/11/2010;20;10;2010;163,8;12;53;1;5;15;7;FALSE
3619;445157;30;31/12/2010;8;5;2010;220;13;94;0;4;15;12;FALSE
3622;415522;50;05/03/2010;4;7;2010;89,3;9;5;9;7;9;2;FALSE
3642;434158;35;03/08/2010;15;12;2010;1310,2;135;125;98;135;51;25;FALSE
3643;402596;35;06/12/2009;7;6;2009;66,7;6;17;1;2;8;2;FALSE
3652;478898;25;04/05/2012;12;7;2012;89,5;7;25;1;2;5;3;FALSE
3672;359713;170;08/03/2009;20;16;2009;470,9;53;80;14;18;94;10;FALSE
3692;388374;50;02/09/2009;13;8;2009;365,1;33;105;6;7;66;13;FALSE
3693;420621;50;17/04/2010;9;8;2010;141,5;15;13;2;6;17;3;FALSE
3701;459535;25;28/06/2011;6;13;2011;503,9;46;26;13;25;21;16;FALSE
3710;462161;40;11/08/2011;15;9;2011;278,1;18;25;9;60;6;4;FALSE
3711;418328;40;29/03/2010;12;14;2010;446,4;43;42;55;63;31;6;FALSE
3712;395183;35;18/10/2009;11;7;2009;252,9;16;3;14;61;10;2;FALSE
3713;386614;28;24/08/2009;10;10;2009;423,4;18;85;37;70;11;15;FALSE
3717;487671;55;27/09/2012;23;13;2012;376,2;35;101;26;21;13;11;FALSE
3724;458892;75;16/06/2011;17;12;2011;228,7;19;67;7;12;34;7;FALSE
3727;360977;30;15/03/2009;11;6;2009;138,3;13;55;0;3;24;5;FALSE
3729;414010;35;22/02/2010;12;12;2010;233,8;12;85;6;7;24;11;FALSE
3733;439341;90;13/10/2010;15;11;2010;140,2;8;54;3;4;9;7;FALSE
3736;502995;70;04/07/2013;17;11;2013;278,6;22;80;4;9;8;11;FALSE
3740;441835;40;12/11/2010;12;8;2010;185,2;20;23;9;14;7;4;FALSE
3743;535371;33;16/03/2018;10;11;2018;96,8;7;45;5;2;3;3;FALSE
3747;519547;28;17/11/2014;6;6;2014;113,7;18;0;10;1;37;0;FALSE
3766;377872;45;20/06/2009;8;8;2009;229,6;14;46;0;11;6;10;FALSE
3769;493504;30;12/01/2013;17;5;2013;213,3;27;7;4;14;7;2;FALSE
3780;480341;45;02/06/2012;10;5;2012;87,2;7;41;1;2;19;3;FALSE
3782;470346;40;21/12/2011;17;10;2011;209,6;15;82;7;6;26;9;FALSE
3783;504487;25;22/07/2013;11;5;2013;1493;212;53;33;75;305;18;FALSE
3784;412006;70;07/02/2010;7;7;2010;611,7;61;157;20;16;118;21;FALSE
3789;421313;130;22/04/2010;8;3;2010;379,8;56;15;3;20;92;7;FALSE
3797;454071;85;20/04/2011;26;14;2011;811,4;84;224;15;21;163;26;FALSE
3799;486419;35;06/09/2012;8;12;2012;577,7;35;203;17;18;45;29;FALSE
3803;456968;50;22/05/2011;11;9;2011;112,3;8;22;2;4;14;4;FALSE
3809;429293;60;10/06/2010;16;13;2010;325;31;84;9;13;42;10;FALSE
3810;417889;60;25/03/2010;18;17;2010;177,6;12;61;5;5;21;8;FALSE
3811;487165;32;19/09/2012;14;16;2012;772,7;65;234;9;23;93;31;FALSE
3823;376619;40;10/06/2009;5;10;2009;233;22;2;7;31;19;3;FALSE
3836;350010;150;16/01/2009;11;13;2009;393;30;116;10;12;45;16;FALSE
3858;386728;95;24/08/2009;7;8;2009;463,5;43;97;8;14;69;16;FALSE
3859;424335;25;10/05/2010;9;6;2010;109,7;10;22;1;6;11;3;FALSE
3860;385498;35;17/08/2009;7;10;2009;892,6;61;24;3;55;36;36;FALSE
3869;401584;100;28/11/2009;12;10;2009;433,9;35;101;11;10;66;17;FALSE
3876;482653;95;08/07/2012;12;8;2012;288,9;20;58;6;20;29;11;FALSE
3884;349761;80;14/01/2009;10;8;2009;73,3;2;45;3;6;2;3;FALSE
3918;487052;43;17/09/2012;12;12;2012;131,5;9;20;5;21;6;3;FALSE
3920;370125;45;06/05/2009;14;6;2009;455,5;27;158;4;27;12;21;FALSE
3926;440644;50;27/10/2010;15;12;2010;56,3;4;5;8;6;1;1;FALSE
3940;480316;144;01/06/2012;16;9;2012;43,8;3;10;0;1;5;1;FALSE
3942;485438;31;14/08/2012;7;7;2012;37,6;3;8;0;1;3;1;FALSE
3945;403878;25;15/12/2009;15;5;2009;536,5;57;160;11;9;93;17;FALSE
3948;402687;30;07/12/2009;20;6;2009;111,6;10;19;3;2;8;3;FALSE
3953;387688;30;31/08/2009;9;6;2009;220,5;17;79;6;14;7;8;FALSE
3961;415065;65;01/03/2010;6;11;2010;179;11;54;7;5;6;8;FALSE
3980;512375;25;21/01/2014;10;10;2014;283,4;16;3;20;73;8;2;FALSE
3984;467315;43;02/11/2011;19;11;2011;118,6;7;48;2;2;13;5;FALSE
3991;438204;35;24/09/2010;18;11;2010;515,3;29;18;29;85;18;14;FALSE
3992;393439;25;06/10/2009;14;9;2009;260,6;14;3;15;71;6;2;FALSE
4004;399623;35;16/11/2009;9;12;2009;86,8;8;12;2;3;9;2;FALSE
4035;401741;55;29/11/2009;18;14;2009;233,3;19;5;38;24;25;6;FALSE
4038;488970;150;20/10/2012;7;13;2012;261,3;23;22;39;41;27;3;FALSE
4040;479555;60;18/05/2012;27;23;2012;694,1;59;34;56;45;68;22;FALSE
4050;433998;45;02/08/2010;12;8;2010;109;6;41;2;5;6;5;FALSE
4051;495924;22;20/02/2013;9;16;2013;108,3;6;30;4;3;11;5;FALSE
4061;353862;26;04/02/2009;10;15;2009;161,7;16;42;2;7;24;5;FALSE
4064;393601;45;07/10/2009;8;7;2009;429,1;37;123;15;11;50;16;FALSE
4094;395382;30;19/10/2009;11;7;2009;113,6;0;96;0;0;0;9;FALSE
4099;394624;30;14/10/2009;5;7;2009;294,5;9;7;10;32;17;14;FALSE
4121;369426;31;04/05/2009;17;8;2009;160,3;6;6;21;7;11;9;TRUE
4122;437266;55;13/09/2010;23;9;2010;396,4;32;27;256;13;65;14;FALSE
4123;466324;50;17/10/2011;21;19;2011;310,3;31;5;7;33;50;4;FALSE
4149;507927;40;17/10/2013;11;10;2013;375,1;26;53;35;37;31;12;FALSE
4152;473530;25;03/02/2012;6;8;2012;235,9;24;26;14;26;39;3;FALSE
4157;353968;30;04/02/2009;6;4;2009;844,6;94;64;60;58;128;15;FALSE
4161;484585;60;30/07/2012;9;10;2012;440,8;30;20;2;34;25;16;FALSE
4166;485171;40;09/08/2012;17;13;2012;251,9;12;45;1;13;5;14;FALSE
4175;352422;70;27/01/2009;19;19;2009;233,3;15;32;19;13;6;11;FALSE
4192;483054;25;12/07/2012;10;7;2012;213,8;13;12;0;9;5;10;FALSE
4194;366604;70;18/04/2009;10;14;2009;357,9;1;50;1;24;1;26;FALSE
4197;510215;40;02/12/2013;9;12;2013;167,1;6;9;24;7;2;10;TRUE
4198;396740;105;27/10/2009;7;7;2009;549;50;53;66;55;58;12;FALSE
4203;394291;25;12/10/2009;19;9;2009;555,5;30;54;32;41;41;24;FALSE
4206;414547;30;25/02/2010;8;6;2010;448,1;43;2;23;80;64;2;FALSE
4207;426416;26;19/05/2010;9;9;2010;669,6;73;5;10;104;95;1;FALSE
4214;378812;25;24/06/2009;11;5;2009;33,8;0;12;0;4;0;2;FALSE
4228;458044;25;05/06/2011;16;10;2011;276,5;29;18;7;18;36;5;FALSE
4229;457114;30;23/05/2011;9;7;2011;540;37;5;8;106;71;1;FALSE
4235;455028;40;04/05/2011;7;9;2011;808,3;67;16;24;43;110;27;FALSE
4236;456929;30;22/05/2011;8;9;2011;824,2;78;12;21;54;129;21;FALSE
4264;475021;30;26/02/2012;8;6;2012;395,3;37;128;8;12;51;15;FALSE
4265;478806;135;01/05/2012;10;18;2012;274,1;15;15;61;24;7;12;FALSE
4270;465254;65;01/10/2011;8;3;2011;164;0;6;0;8;0;12;TRUE
4278;357367;45;23/02/2009;9;9;2009;244,7;10;65;42;10;19;15;FALSE
4280;386252;100;19/08/2009;6;6;2009;671,7;82;0;6;78;62;2;FALSE
4291;374796;50;28/05/2009;13;10;2009;322,2;41;31;4;12;49;6;FALSE
4299;369791;60;05/05/2009;5;12;2009;105,6;5;10;32;13;2;4;FALSE
4301;438397;23;30/09/2010;11;9;2010;469,3;27;94;7;83;29;10;FALSE
4308;407075;58;05/01/2010;20;8;2010;183,5;19;0;11;27;8;1;FALSE
4310;493141;90;06/01/2013;13;10;2013;714,1;60;15;61;76;47;17;FALSE
4313;415789;35;08/03/2010;11;8;2010;221,1;10;25;20;17;15;10;TRUE
4314;522989;35;03/08/2015;6;9;2015;462,8;42;5;33;41;83;10;FALSE
4322;424845;150;12/05/2010;40;15;2010;298,6;20;70;6;6;35;13;FALSE
4323;412205;35;08/02/2010;11;11;2010;147,8;11;13;16;5;4;6;FALSE
4327;424992;30;13/05/2010;2;5;2010;186,5;1;12;0;10;0;13;TRUE
4332;386561;40;21/08/2009;6;10;2009;396;38;18;48;50;39;5;FALSE
4335;419918;58;12/04/2010;13;13;2010;433,6;44;11;32;55;70;5;FALSE
4337;363238;45;28/03/2009;11;8;2009;490,9;54;27;53;62;101;4;FALSE
4339;348929;60;11/01/2009;10;7;2009;314;25;6;26;10;16;11;FALSE
4340;352034;27;26/01/2009;7;10;2009;237,6;19;74;8;5;34;10;FALSE
4342;465160;140;29/09/2011;12;8;2011;1550,6;170;19;52;34;345;41;FALSE
4349;361646;35;19/03/2009;10;6;2009;206,4;35;1;6;0;72;0;FALSE
4355;408013;40;12/01/2010;18;6;2010;122,1;0;100;1;1;0;10;FALSE
4357;486757;45;12/09/2012;7;8;2012;345,6;15;3;77;63;20;11;TRUE
4363;354791;35;09/02/2009;7;4;2009;327,2;46;29;10;13;12;3;FALSE
4366;391874;30;28/09/2009;8;9;2009;107,7;2;55;5;2;2;9;TRUE
4369;364404;45;03/04/2009;11;6;2009;934,3;57;337;25;14;25;47;FALSE
4377;452649;48;31/03/2011;14;16;2011;324;19;149;10;6;37;16;FALSE
4382;346705;25;05/01/2009;6;9;2009;395,7;23;23;21;17;10;18;FALSE
4383;468485;45;18/11/2011;8;8;2011;227,9;18;47;49;13;10;7;FALSE
4393;357052;30;22/02/2009;12;7;2009;164,4;11;0;4;4;5;7;FALSE
4398;353806;45;04/02/2009;28;11;2009;371,6;15;15;5;23;24;22;TRUE
4400;423344;25;05/05/2010;6;11;2010;534,5;35;282;6;15;69;26;FALSE
4401;377637;25;18/06/2009;10;8;2009;83,4;7;28;1;4;2;2;FALSE
4406;354695;60;08/02/2009;10;4;2009;31,2;2;12;0;0;4;1;FALSE
4418;407643;50;10/01/2010;12;11;2010;906,1;55;324;19;30;89;45;FALSE
4430;447251;85;24/01/2011;12;9;2011;452,2;48;87;13;14;62;14;FALSE
4450;473974;45;11/02/2012;8;7;2012;1810,2;120;883;49;47;257;87;FALSE
4504;380137;30;03/07/2009;10;9;2009;734;56;274;24;20;105;31;FALSE
4554;392740;75;02/10/2009;29;8;2009;373,3;30;130;13;4;45;15;FALSE
4555;372356;35;17/05/2009;7;12;2009;245,4;20;50;8;6;8;9;FALSE
4561;354957;25;09/02/2009;7;5;2009;441,9;35;19;35;27;65;15;FALSE
4562;473514;25;03/02/2012;9;9;2012;425,9;41;31;20;28;36;11;FALSE
