Index;id;minutes;submitted;n_steps;n_ingredients;year;calories;total_fat;sugar;sodium;protein;saturated_fat;carbohydrates;healthy
51369;373809;80;22/05/2009;23;14;2009;543,9;42;167;12;12;77;23;FALSE
51370;389774;42;11/09/2009;68;13;2009;238,2;21;56;5;6;19;8;FALSE
51383;443981;30;12/12/2010;14;9;2010;28,4;3;4;2;0;6;0;FALSE
51386;478695;120;29/04/2012;25;10;2012;126;12;26;0;3;25;4;FALSE
51390;350384;72;18/01/2009;24;12;2009;100,8;7;43;1;2;15;4;FALSE
51393;352689;40;28/01/2009;31;13;2009;107,5;8;44;0;3;16;4;FALSE
51398;404824;40;22/12/2009;18;15;2009;295,7;21;75;10;11;40;14;FALSE
51405;495315;65;11/02/2013;27;14;2013;508,7;32;244;26;8;54;26;FALSE
51418;377443;70;16/06/2009;19;10;2009;323,6;25;121;11;8;16;13;FALSE
51424;368499;25;29/04/2009;12;9;2009;91,9;5;33;1;2;3;4;FALSE
51426;418015;55;25/03/2010;11;9;2010;93,8;6;28;3;3;11;4;FALSE
51437;409411;60;19/01/2010;17;7;2010;90,8;0;34;3;5;1;6;FALSE
51444;379463;105;28/06/2009;21;16;2009;979,5;84;345;21;24;142;39;FALSE
51445;351946;110;26/01/2009;20;10;2009;783,2;55;342;7;16;92;37;FALSE
51449;366821;35;20/04/2009;19;13;2009;86,3;6;31;1;1;12;4;FALSE
51452;527352;30;27/06/2016;4;13;2016;194,4;21;41;1;8;21;5;FALSE
51462;401907;55;30/11/2009;10;9;2009;213,2;20;4;12;8;11;7;FALSE
51465;464919;40;25/09/2011;13;14;2011;196,2;15;54;5;5;24;8;FALSE
51467;395886;50;21/10/2009;6;5;2009;366,9;32;121;14;12;63;15;FALSE
51479;435578;25;19/08/2010;8;13;2010;169,5;12;49;8;4;5;7;FALSE
51486;466227;70;16/10/2011;16;13;2011;351,3;21;140;8;10;39;17;FALSE
51498;380431;30;06/07/2009;10;6;2009;80,8;6;30;2;2;10;3;FALSE
51506;459614;80;28/06/2011;15;9;2011;461,2;15;163;11;24;23;26;TRUE
51508;351820;40;26/01/2009;10;6;2009;98,5;10;32;0;1;21;3;FALSE
51512;394435;108;13/10/2009;31;18;2009;1048;121;217;19;37;235;25;FALSE
51514;358694;50;02/03/2009;9;10;2009;265;18;98;6;12;32;11;FALSE
51524;424757;50;12/05/2010;9;12;2010;519,3;28;177;14;15;11;27;TRUE
51559;382955;35;26/07/2009;6;5;2009;193,5;7;72;3;10;13;10;TRUE
51568;394044;75;11/10/2009;8;9;2009;405,3;34;102;8;26;63;12;FALSE
51586;377786;150;18/06/2009;22;2;2009;1774,2;233;132;5;74;469;57;FALSE
51592;431894;31;04/07/2010;7;8;2010;158,5;13;21;4;3;21;5;FALSE
51620;434383;30;05/08/2010;9;9;2010;1033,3;107;204;17;24;149;31;FALSE
51624;374984;65;29/05/2009;19;16;2009;503,3;45;143;10;17;53;18;FALSE
51642;436701;80;06/09/2010;40;20;2010;860,6;46;211;23;16;91;38;FALSE
51649;445354;45;03/01/2011;10;10;2011;189,7;24;33;8;6;32;2;FALSE
51650;353255;30;01/02/2009;12;9;2009;643,9;61;200;11;7;131;23;FALSE
51680;392398;30;29/09/2009;13;7;2009;88;4;45;2;9;8;4;TRUE
51682;434968;80;11/08/2010;21;14;2010;308,5;22;107;11;9;41;13;FALSE
51683;457676;45;31/05/2011;14;11;2011;460,3;36;169;18;9;26;20;FALSE
51700;357731;42;25/02/2009;9;14;2009;125,9;7;42;1;2;3;6;FALSE
51709;398405;45;08/11/2009;16;9;2009;102,7;3;33;1;6;4;6;TRUE
51717;386870;30;24/08/2009;5;3;2009;98,6;15;0;0;3;7;0;FALSE
51721;374867;105;28/05/2009;25;11;2009;459,6;36;177;18;11;72;20;FALSE
51731;529736;90;03/01/2017;12;8;2017;594;53;119;16;12;60;23;FALSE
51735;372957;25;19/05/2009;10;7;2009;395,7;40;17;7;12;37;11;FALSE
51736;420578;40;16/04/2010;20;7;2010;392,6;40;17;7;12;37;10;FALSE
51747;452760;21;02/04/2011;4;4;2011;249,7;33;16;0;15;10;3;FALSE
51761;405523;100;29/12/2009;14;9;2009;441,3;28;134;9;14;54;21;FALSE
51765;434798;45;10/08/2010;10;5;2010;350,1;23;37;2;15;46;16;FALSE
51768;395666;65;20/10/2009;12;11;2009;402,7;30;150;10;9;51;17;FALSE
51782;358020;50;27/02/2009;9;9;2009;117,7;12;26;1;2;24;3;FALSE
51792;360304;135;11/03/2009;6;6;2009;149,8;9;38;3;16;14;5;FALSE
51799;396823;25;28/10/2009;10;8;2009;191;15;25;7;5;30;7;FALSE
51827;410125;45;25/01/2010;22;17;2010;595,7;45;231;22;13;63;27;FALSE
51852;390740;140;17/09/2009;6;8;2009;96,1;14;1;1;4;27;1;FALSE
51854;448446;70;08/02/2011;5;4;2011;70,2;6;31;0;1;12;3;FALSE
51863;363034;55;27/03/2009;17;12;2009;300,4;26;89;5;8;38;12;FALSE
51864;453060;80;04/04/2011;18;12;2011;500,7;36;235;15;10;47;23;FALSE
51866;430789;22;23/06/2010;12;12;2010;246,2;26;47;4;7;29;7;FALSE
51869;394488;60;13/10/2009;9;8;2009;610,1;48;140;9;19;85;25;FALSE
51874;352721;50;28/01/2009;25;14;2009;1205,1;92;432;44;26;104;52;FALSE
51887;363563;45;30/03/2009;9;8;2009;262,4;20;115;5;6;35;11;FALSE
51900;376177;65;08/06/2009;25;10;2009;1242,3;108;365;16;40;153;49;FALSE
51915;406651;40;04/01/2010;14;10;2010;659,9;99;40;3;22;197;8;FALSE
51949;384716;60;09/08/2009;9;13;2009;166,5;7;71;6;6;6;10;TRUE
51950;357548;45;24/02/2009;13;14;2009;207,4;18;56;2;5;17;8;FALSE
51955;497579;43;14/03/2013;8;15;2013;197,6;13;32;12;9;5;8;FALSE
51956;357341;135;23/02/2009;11;16;2009;229,5;18;82;13;6;26;9;FALSE
51958;436528;50;02/09/2010;8;16;2010;447,7;29;195;12;10;40;22;FALSE
51960;469067;37;28/11/2011;17;14;2011;365,7;33;112;19;6;68;14;FALSE
51969;417982;35;25/03/2010;6;12;2010;193,9;19;65;4;3;48;7;FALSE
51978;533281;60;23/08/2017;6;4;2017;225,8;27;42;6;12;31;4;FALSE
51985;424089;30;09/05/2010;17;9;2010;199,2;19;51;7;11;35;5;FALSE
51992;399072;60;12/11/2009;17;10;2009;291,3;21;58;7;10;35;12;FALSE
51993;506308;120;28/08/2013;8;3;2013;136,8;3;58;0;6;6;10;TRUE
51995;499133;65;18/04/2013;8;15;2013;451,9;34;159;16;11;59;20;FALSE
52006;489359;110;27/10/2012;24;14;2012;314,8;29;92;10;7;56;11;FALSE
52014;412048;55;07/02/2010;21;12;2010;193;12;77;3;4;23;9;FALSE
52022;387175;90;26/08/2009;12;10;2009;507,3;29;185;16;18;53;26;FALSE
52034;415449;40;04/03/2010;15;12;2010;193;10;49;11;8;20;9;FALSE
52035;350016;45;16/01/2009;12;10;2009;241,4;27;36;2;7;41;6;FALSE
52071;361067;50;16/03/2009;15;9;2009;358,5;39;103;0;9;77;13;FALSE
52082;359253;45;05/03/2009;12;4;2009;52,4;7;5;0;2;12;1;FALSE
52083;465601;75;06/10/2011;10;8;2011;639,3;49;311;2;18;89;32;FALSE
52086;358458;45;01/03/2009;15;11;2009;188,3;16;74;6;3;15;8;FALSE
52087;403230;31;11/12/2009;21;10;2009;85,8;9;12;0;2;18;2;FALSE
52100;465059;110;28/09/2011;32;18;2011;249,6;25;70;4;5;49;8;FALSE
52113;361528;80;17/03/2009;27;13;2009;485,9;56;129;11;13;104;12;FALSE
52144;384452;60;06/08/2009;5;8;2009;192,5;19;45;5;4;34;5;FALSE
52158;396463;60;26/10/2009;12;10;2009;427,1;58;37;6;14;115;9;FALSE
52169;460749;75;23/07/2011;18;12;2011;1392,1;111;323;22;66;146;55;FALSE
52171;365181;85;09/04/2009;17;9;2009;190,2;16;28;4;6;18;7;FALSE
52183;422749;59;03/05/2010;27;13;2010;365;31;114;8;11;51;14;FALSE
52187;346752;67;05/01/2009;24;8;2009;6,7;0;5;0;0;0;0;FALSE
52193;412596;120;10/02/2010;28;14;2010;459,1;54;91;8;12;100;11;FALSE
52207;426592;40;20/05/2010;15;13;2010;907,3;86;103;39;57;167;25;FALSE
52230;360753;28;14/03/2009;4;13;2009;42;0;3;10;3;1;2;FALSE
52250;352814;45;29/01/2009;24;10;2009;156,4;10;57;3;4;19;8;FALSE
52252;360438;35;12/03/2009;7;12;2009;203,5;13;67;9;6;10;10;FALSE
52255;413787;105;19/02/2010;24;11;2010;820;75;310;6;12;150;32;FALSE
52267;434083;45;03/08/2010;32;7;2010;667,8;0;686;0;0;0;57;FALSE
52296;498353;40;31/03/2013;13;11;2013;437;39;14;21;60;51;8;FALSE
52302;409189;30;18/01/2010;8;10;2010;356,7;34;39;34;47;29;5;FALSE
52303;461880;165;08/08/2011;7;11;2011;695,1;93;16;29;48;123;3;FALSE
52330;450048;25;05/03/2011;3;13;2011;323,7;28;21;23;53;28;3;FALSE
52331;502998;30;04/07/2013;7;13;2013;207,6;22;13;19;15;26;4;FALSE
52338;477632;55;08/04/2012;30;7;2012;166,2;18;2;2;23;16;0;FALSE
52339;383314;45;29/07/2009;7;8;2009;503,8;18;157;75;44;18;30;FALSE
52347;383968;50;03/08/2009;6;9;2009;167,5;19;15;10;8;11;3;FALSE
52352;433734;25;28/07/2010;6;14;2010;256,4;8;12;9;16;3;14;TRUE
52354;377588;30;17/06/2009;10;17;2009;807,8;109;19;27;67;71;3;FALSE
52355;375849;30;06/06/2009;10;17;2009;783;102;36;76;57;151;7;FALSE
52363;483179;95;13/07/2012;11;17;2012;598,3;50;40;38;71;42;14;FALSE
52375;476721;45;23/03/2012;9;9;2012;254,7;26;23;40;20;51;4;FALSE
52380;464565;40;20/09/2011;5;11;2011;118,2;1;8;6;8;0;8;FALSE
52383;496603;25;04/03/2013;3;10;2013;646,2;67;7;59;71;82;8;FALSE
52385;513472;60;18/02/2014;18;10;2014;428,8;35;8;33;39;45;11;FALSE
52387;518810;75;03/10/2014;19;16;2014;968,8;108;40;73;96;141;12;FALSE
52393;456005;40;13/05/2011;5;12;2011;921,4;73;5;58;69;85;28;FALSE
52395;498752;30;10/04/2013;9;18;2013;639,9;49;7;35;79;54;16;FALSE
52408;449172;30;21/02/2011;5;8;2011;427,3;51;9;27;49;73;1;FALSE
52411;444881;40;27/12/2010;7;9;2010;233,7;14;8;23;28;17;7;TRUE
52421;369583;90;04/05/2009;8;12;2009;437,8;48;4;39;41;78;6;FALSE
52430;385884;50;17/08/2009;17;17;2009;786,7;19;30;113;147;15;26;TRUE
52431;483791;35;18/07/2012;28;11;2012;726,9;62;12;40;69;104;18;FALSE
52448;469535;40;06/12/2011;17;13;2011;583,9;62;10;53;59;85;9;FALSE
52455;464514;40;19/09/2011;13;13;2011;360,4;29;13;34;32;42;10;FALSE
52458;392858;35;02/10/2009;15;10;2009;386,2;47;9;33;40;59;2;FALSE
52465;482802;40;10/07/2012;29;13;2012;529,9;49;16;26;59;54;9;FALSE
52483;362380;25;23/03/2009;11;10;2009;461,8;25;23;26;109;29;7;FALSE
52486;407907;50;11/01/2010;3;6;2010;397,5;34;4;52;24;34;12;FALSE
52492;411142;40;01/02/2010;12;7;2010;808,3;62;10;60;82;62;22;FALSE
52518;462801;25;22/08/2011;8;6;2011;307,4;36;0;39;42;38;0;FALSE
52522;347379;50;06/01/2009;9;17;2009;510,6;20;25;64;65;23;21;TRUE
52523;367934;25;25/04/2009;5;4;2009;126,2;16;4;16;12;22;0;FALSE
52528;412017;35;07/02/2010;21;12;2010;450,5;35;139;21;7;49;19;FALSE
52534;503973;45;13/07/2013;11;13;2013;644,1;46;23;32;59;50;21;FALSE
52543;391677;30;24/09/2009;8;7;2009;121,1;17;2;6;6;26;0;FALSE
52547;416172;30;10/03/2010;7;6;2010;346,4;45;0;28;35;69;0;FALSE
52549;360403;38;11/03/2009;11;10;2009;476,7;46;20;48;72;42;5;FALSE
52551;347714;35;07/01/2009;6;6;2009;220;9;0;24;6;18;12;TRUE
52555;378575;53;23/06/2009;15;14;2009;192,5;16;64;4;4;25;7;FALSE
52561;447836;30;31/01/2011;13;9;2011;112,2;7;50;3;1;14;5;FALSE
52587;471222;35;03/01/2012;15;7;2012;28,3;2;0;2;2;4;0;FALSE
52590;367192;60;21/04/2009;9;11;2009;449,9;32;135;15;13;50;20;FALSE
52605;444930;60;28/12/2010;21;13;2010;282;32;1;16;20;57;4;FALSE
52642;403956;25;15/12/2009;14;10;2009;343,9;27;109;8;5;56;15;FALSE
52654;346600;55;02/01/2009;10;13;2009;333,2;30;11;31;15;59;11;FALSE
52670;470278;55;20/12/2011;15;14;2011;300,8;20;110;8;6;29;14;FALSE
52674;444308;85;16/12/2010;9;5;2010;395,7;24;160;16;6;29;20;FALSE
52679;501511;60;07/06/2013;13;12;2013;384,8;40;15;32;44;69;4;FALSE
52729;533896;58;12/10/2017;19;5;2017;456,7;49;2;12;25;47;9;FALSE
52746;374372;95;26/05/2009;5;5;2009;430,9;18;140;21;5;37;26;FALSE
52749;489405;170;27/10/2012;23;19;2012;735,9;52;38;150;130;53;14;FALSE
52760;404889;22;23/12/2009;11;14;2009;116,5;6;34;2;3;12;6;FALSE
52781;445918;60;06/01/2011;7;11;2011;213;22;42;3;6;32;6;FALSE
52784;403435;45;12/12/2009;8;6;2009;74,1;8;2;0;2;9;1;FALSE
52801;521682;45;10/04/2015;10;10;2015;505;31;179;9;13;62;24;FALSE
52803;453575;35;12/04/2011;14;10;2011;867,5;1;782;1;2;2;74;TRUE
52813;435911;59;24/08/2010;16;8;2010;103,9;10;18;0;2;20;3;FALSE
52818;397422;75;02/11/2009;7;12;2009;460,8;30;159;15;16;41;22;FALSE
52819;497496;60;13/03/2013;9;4;2013;623,3;35;317;14;20;55;32;FALSE
52820;444111;30;13/12/2010;14;9;2010;166,3;12;12;8;9;20;6;FALSE
52843;483537;55;16/07/2012;4;9;2012;219,1;6;19;27;23;4;11;FALSE
52845;402106;45;01/12/2009;14;13;2009;415;29;149;12;10;55;19;FALSE
52871;474311;30;15/02/2012;3;10;2012;505,5;55;4;24;82;49;0;FALSE
52873;458556;40;11/06/2011;9;8;2011;372,7;29;2;27;87;43;0;FALSE
52876;376101;30;08/06/2009;8;7;2009;552,4;29;70;50;76;45;19;FALSE
52883;496678;130;05/03/2013;15;8;2013;529,7;63;4;5;70;30;1;FALSE
52904;471438;30;06/01/2012;14;10;2012;260,9;12;58;9;9;7;14;TRUE
52912;407663;25;11/01/2010;6;8;2010;78,6;0;57;0;1;0;6;FALSE
52917;369489;25;04/05/2009;6;11;2009;235;4;5;42;27;2;13;FALSE
52933;441825;45;12/11/2010;15;17;2010;490,6;32;50;56;73;22;13;FALSE
52934;438653;70;03/10/2010;2;7;2010;478,8;49;49;11;55;23;7;FALSE
52940;427008;50;24/05/2010;9;9;2010;437,1;39;20;33;15;40;15;FALSE
52949;401855;50;30/11/2009;13;11;2009;175;4;34;17;11;1;11;TRUE
52953;438483;40;01/10/2010;16;17;2010;251;19;84;8;11;26;10;FALSE
52956;386469;22;20/08/2009;13;11;2009;220,4;14;86;6;4;9;11;FALSE
52965;403329;25;11/12/2009;13;12;2009;277,6;24;80;7;6;41;10;FALSE
52967;466357;150;18/10/2011;13;14;2011;303,7;16;13;27;64;18;6;FALSE
52974;485231;22;10/08/2012;6;11;2012;109,8;10;31;11;4;5;3;FALSE
52982;386359;70;20/08/2009;5;4;2009;34;4;6;0;1;8;0;FALSE
52993;413846;40;20/02/2010;9;13;2010;357,8;21;25;31;31;19;14;FALSE
52995;356157;45;16/02/2009;5;13;2009;296,5;4;28;11;19;2;19;FALSE
52997;359417;23;06/03/2009;7;7;2009;189,2;20;50;0;5;17;5;FALSE
53013;355475;25;12/02/2009;13;5;2009;18,4;0;16;0;0;0;1;FALSE
53025;357895;45;26/02/2009;15;11;2009;301,5;25;8;9;22;52;9;FALSE
53026;418471;45;30/03/2010;10;10;2010;149,7;7;11;11;8;5;7;FALSE
53031;490416;90;16/11/2012;15;10;2012;194,2;6;137;2;2;12;13;TRUE
53038;399272;50;13/11/2009;27;9;2009;591,7;58;12;11;51;94;12;FALSE
53045;394973;75;15/10/2009;16;9;2009;171;4;2;0;11;6;10;TRUE
53047;392340;40;28/09/2009;11;12;2009;177,1;5;14;1;8;9;11;FALSE
53056;438707;40;04/10/2010;16;16;2010;277,3;22;94;8;12;29;11;FALSE
53062;509352;50;12/11/2013;6;14;2013;185,4;3;14;15;21;1;10;FALSE
53071;350099;55;16/01/2009;5;4;2009;256;29;7;24;32;40;0;FALSE
53073;499576;70;30/04/2013;8;11;2013;286,1;19;16;20;39;25;7;FALSE
53074;477024;50;28/03/2012;4;13;2012;230;13;13;18;10;26;10;FALSE
53078;452827;60;03/04/2011;3;7;2011;536,6;28;15;18;89;30;14;FALSE
53088;455571;60;09/05/2011;14;12;2011;910;95;6;32;53;100;19;FALSE
53093;527005;50;21/05/2016;10;6;2016;321,3;24;78;12;12;40;13;FALSE
53094;480594;60;06/06/2012;20;12;2012;264,4;21;97;5;4;34;11;FALSE
53095;528102;45;01/09/2016;24;11;2016;292,6;12;38;27;14;22;15;TRUE
53098;370165;30;06/05/2009;17;9;2009;132;7;33;3;5;14;6;FALSE
53100;371091;25;09/05/2009;10;8;2009;1232;157;30;52;50;229;31;FALSE
53102;398614;40;09/11/2009;11;6;2009;1055,9;53;5;54;62;99;56;TRUE
53103;455576;50;09/05/2011;13;10;2011;288,1;21;78;8;6;29;12;FALSE
53104;371145;45;09/05/2009;18;10;2009;300,3;18;95;4;9;33;15;FALSE
53124;463981;60;11/09/2011;11;12;2011;850;70;6;63;134;123;13;FALSE
53133;515666;48;29/04/2014;30;14;2014;243,4;19;14;49;34;8;2;FALSE
53135;349244;85;11/01/2009;19;8;2009;311,9;1;6;12;19;0;21;FALSE
53138;433778;100;28/07/2010;22;6;2010;1036,8;4;3;97;61;2;72;TRUE
53150;505409;35;07/08/2013;16;12;2013;312,2;26;5;9;33;23;7;FALSE
53151;456955;40;22/05/2011;6;10;2011;328,1;18;64;7;11;14;14;FALSE
53153;510928;50;16/12/2013;25;14;2013;267,1;22;38;10;11;10;11;FALSE
53157;400450;23;20/11/2009;11;6;2009;621,8;20;2;41;32;16;35;FALSE
53160;532977;90;25/07/2017;20;13;2017;419,9;26;106;5;11;12;20;FALSE
53169;507923;40;17/10/2013;12;8;2013;209,5;15;2;13;52;8;0;FALSE
53171;396385;50;26/10/2009;10;14;2009;655,5;64;49;9;73;64;11;FALSE
53172;412999;70;15/02/2010;14;9;2010;511,6;24;40;4;58;29;21;FALSE
53177;491651;35;12/12/2012;3;5;2012;71,8;4;30;3;1;9;3;FALSE
53190;350733;40;20/01/2009;4;6;2009;99,3;2;16;8;3;1;6;FALSE
53202;490798;140;23/11/2012;6;11;2012;822,6;90;8;16;118;93;3;FALSE
53205;366475;90;17/04/2009;7;7;2009;365,2;21;62;118;79;19;5;FALSE
53212;417396;45;22/03/2010;4;8;2010;176,1;5;36;12;6;2;12;FALSE
53221;469685;40;11/12/2011;7;11;2011;417,5;43;6;31;69;33;1;FALSE
53222;386629;30;24/08/2009;15;9;2009;682,2;16;16;74;39;13;41;TRUE
53232;376655;30;10/06/2009;3;12;2009;1159,3;50;28;2;102;24;61;FALSE
53239;505456;38;08/08/2013;9;17;2013;915,8;63;26;12;74;34;33;FALSE
53241;350678;100;20/01/2009;10;7;2009;365,1;38;1;33;63;31;0;FALSE
53243;501835;25;14/06/2013;6;9;2013;1937;180;42;176;98;347;56;FALSE
53244;465953;30;12/10/2011;11;9;2011;420,7;33;1;45;37;15;11;FALSE
53251;370218;40;06/05/2009;21;14;2009;467,7;43;8;49;40;84;10;FALSE
53260;472253;30;17/01/2012;6;6;2012;42,4;6;0;48;0;3;0;FALSE
53263;419364;45;07/04/2010;7;14;2010;143,2;10;21;14;23;6;4;FALSE
53272;386138;35;18/08/2009;16;18;2009;285,5;17;114;0;11;8;15;FALSE
53274;444408;60;18/12/2010;22;17;2010;651,5;61;45;71;70;65;13;FALSE
53278;475102;160;26/02/2012;6;9;2012;83,8;6;27;0;9;3;2;FALSE
53281;385056;25;11/08/2009;11;8;2009;215;5;4;1;7;2;13;TRUE
53290;437181;25;13/09/2010;8;11;2010;256;20;18;43;50;8;2;FALSE
53310;414595;35;25/02/2010;10;8;2010;220,5;21;5;11;41;20;0;FALSE
53321;481257;50;20/06/2012;5;5;2012;172,7;9;0;26;52;5;0;FALSE
53340;398752;76;10/11/2009;8;10;2009;109,4;10;7;15;16;7;1;FALSE
53346;514181;31;10/03/2014;16;19;2014;324,7;18;54;20;41;9;11;FALSE
53364;382293;80;21/07/2009;15;16;2009;638,5;33;56;35;74;41;24;FALSE
53377;399495;60;16/11/2009;18;16;2009;361;24;42;39;47;38;11;FALSE
53382;370338;55;06/05/2009;20;20;2009;443,5;36;32;82;55;49;9;FALSE
53397;348327;55;08/01/2009;14;10;2009;337,7;27;31;15;23;55;10;FALSE
53411;436667;75;05/09/2010;6;9;2010;257,1;3;212;13;2;4;19;FALSE
53414;386005;40;18/08/2009;1;6;2009;196,2;2;17;16;20;1;13;TRUE
53415;477031;75;28/03/2012;10;12;2012;376,5;30;58;20;14;41;16;FALSE
53418;399702;40;16/11/2009;5;7;2009;343,9;25;14;26;15;28;15;FALSE
53433;483550;60;16/07/2012;4;7;2012;345,8;31;19;17;51;51;4;FALSE
53455;376575;95;09/06/2009;29;18;2009;616,4;49;222;23;8;80;26;FALSE
53473;402175;95;02/12/2009;12;7;2009;575,7;48;48;28;43;83;17;FALSE
53484;370083;65;06/05/2009;18;6;2009;203,2;0;14;26;11;0;14;FALSE
53492;490886;70;26/11/2012;11;14;2012;401,7;14;210;12;8;7;25;TRUE
53498;408310;50;13/01/2010;8;5;2010;324,1;24;93;5;4;48;15;FALSE
53510;453995;30;20/04/2011;8;9;2011;243,7;14;100;7;14;24;11;FALSE
53516;395366;90;19/10/2009;9;4;2009;1346,9;1;1310;0;3;0;116;TRUE
53535;381503;35;14/07/2009;7;5;2009;171,2;9;108;0;3;17;9;FALSE
53541;449302;40;22/02/2011;5;4;2011;462,1;19;290;0;0;16;30;FALSE
53557;524840;35;28/11/2015;6;9;2015;318,8;26;25;15;13;17;11;FALSE
53560;383508;50;31/07/2009;20;13;2009;330,4;20;142;8;7;27;17;FALSE
53562;486649;40;09/09/2012;29;13;2012;845,4;63;209;68;27;89;35;FALSE
53565;513343;55;14/02/2014;6;7;2014;320,4;21;149;2;4;20;16;FALSE
53579;392968;25;04/10/2009;10;10;2009;194,2;5;120;3;7;9;13;TRUE
53580;362717;40;24/03/2009;17;13;2009;504,6;26;268;12;10;26;28;FALSE
53583;348992;35;11/01/2009;11;4;2009;137,7;2;25;10;6;3;8;TRUE
53585;438120;40;23/09/2010;10;8;2010;218,5;18;64;9;3;24;9;FALSE
53586;506630;65;05/09/2013;11;8;2013;243,1;11;155;3;10;19;13;FALSE
53589;403300;35;11/12/2009;29;10;2009;122,4;9;33;3;4;17;5;FALSE
53594;496606;45;04/03/2013;16;9;2013;247,1;21;80;5;3;27;10;FALSE
53600;366963;60;20/04/2009;23;12;2009;618,5;38;213;20;13;77;30;FALSE
53602;369436;80;04/05/2009;17;16;2009;148,9;8;35;3;5;5;7;FALSE
53613;445224;30;01/01/2011;6;6;2011;319,1;38;70;2;12;12;7;FALSE
53621;347356;40;06/01/2009;17;11;2009;218,5;13;97;5;5;16;11;FALSE
53627;379208;30;26/06/2009;6;7;2009;291,2;22;81;11;11;35;11;FALSE
53630;504480;130;22/07/2013;3;6;2013;114,8;7;10;4;17;15;2;FALSE
53644;494470;30;30/01/2013;16;10;2013;577,1;44;72;23;19;88;23;FALSE
53645;469289;39;30/11/2011;12;10;2011;200,4;11;50;19;4;23;10;FALSE
53647;391410;45;22/09/2009;11;15;2009;176,6;12;60;3;5;17;8;FALSE
53649;455864;65;12/05/2011;13;11;2011;505,4;22;232;25;16;40;31;TRUE
53679;351357;65;22/01/2009;8;5;2009;53;6;0;0;3;1;1;FALSE
53690;370399;50;08/05/2009;15;9;2009;137;0;53;10;5;0;10;TRUE
53710;381853;40;16/07/2009;18;9;2009;179,6;9;42;9;7;17;9;FALSE
53723;507051;45;18/09/2013;8;5;2013;1120,8;141;219;12;38;48;23;FALSE
53724;371211;85;10/05/2009;24;7;2009;126,4;5;69;3;12;6;5;FALSE
53748;366971;40;20/04/2009;15;14;2009;265;20;96;8;6;27;11;FALSE
53763;490940;30;27/11/2012;13;11;2012;146,4;9;45;3;4;17;7;FALSE
53784;428441;30;03/06/2010;17;7;2010;85,3;0;72;0;0;0;7;FALSE
53787;459824;35;01/07/2011;4;3;2011;275,7;39;37;0;5;20;4;FALSE
53788;372962;35;19/05/2009;12;10;2009;349,2;20;51;22;13;38;16;FALSE
53808;412288;45;08/02/2010;12;11;2010;159,7;13;48;5;4;21;6;FALSE
53816;396460;35;26/10/2009;8;11;2009;160,4;11;54;2;3;8;7;FALSE
53817;394360;35;13/10/2009;11;9;2009;138,7;7;21;8;7;13;6;FALSE
53823;463968;30;11/09/2011;10;8;2011;185,9;8;17;13;7;14;9;TRUE
53828;443560;55;04/12/2010;7;9;2010;140,7;7;0;10;9;13;6;FALSE
53833;441260;25;06/11/2010;7;8;2010;304,1;11;80;3;16;23;16;TRUE
53835;402195;50;02/12/2009;5;6;2009;335,6;25;128;4;7;49;15;FALSE
53861;353368;70;02/02/2009;6;4;2009;381,7;37;21;6;8;73;13;FALSE
53867;449689;35;28/02/2011;8;9;2011;302,3;7;178;11;5;6;20;TRUE
53872;346845;45;05/01/2009;10;4;2009;230,2;17;61;18;5;25;10;FALSE
53873;476343;150;16/03/2012;16;10;2012;315,6;15;95;19;8;26;17;FALSE
53874;382534;60;23/07/2009;9;12;2009;131,8;4;37;4;7;2;8;TRUE
53878;489154;45;24/10/2012;17;6;2012;240,6;8;2;1;22;5;11;TRUE
53888;358923;70;04/03/2009;10;9;2009;204,4;8;77;9;6;4;12;TRUE
53899;515232;22;03/04/2014;8;10;2014;191,9;17;52;5;8;8;6;FALSE
53901;400590;45;21/11/2009;15;10;2009;212,3;12;77;4;5;24;11;FALSE
53907;457983;70;04/06/2011;28;12;2011;1419,6;47;304;113;70;83;84;TRUE
53911;402971;90;08/12/2009;15;8;2009;93,5;2;75;0;0;4;7;FALSE
53913;379782;140;30/06/2009;42;11;2009;1747,1;69;544;69;66;40;101;TRUE
53914;437819;45;20/09/2010;11;12;2010;269;9;95;4;11;17;16;TRUE
53921;424099;45;09/05/2010;7;5;2010;647;83;142;6;12;65;13;FALSE
53922;418162;65;28/03/2010;8;5;2010;99,8;7;30;1;1;1;4;FALSE
53925;505819;47;13/08/2013;6;11;2013;287,4;19;108;8;5;39;13;FALSE
53926;484134;35;24/07/2012;16;8;2012;157,9;21;18;1;6;22;2;FALSE
53931;529735;80;03/01/2017;20;11;2017;512,9;46;155;13;8;72;19;FALSE
53932;504130;50;16/07/2013;18;10;2013;326,5;30;116;3;10;36;11;FALSE
53933;398941;40;11/11/2009;16;8;2009;121,8;9;48;0;4;3;4;FALSE
53937;363410;35;29/03/2009;17;6;2009;256,2;17;156;4;0;36;13;FALSE
53938;449578;40;25/02/2011;12;11;2011;234,4;8;48;10;10;15;13;TRUE
53940;449910;30;03/03/2011;19;12;2011;807,2;71;250;36;16;133;30;FALSE
53942;395336;75;19/10/2009;15;5;2009;380,5;45;43;1;11;74;8;FALSE
53946;470143;50;18/12/2011;21;14;2011;345,6;29;100;12;9;46;13;FALSE
53947;492692;140;31/12/2012;58;14;2012;540,3;25;151;19;18;25;29;FALSE
